iter	Logloss
256	0.3498204641
257	0.3496065217
258	0.3491621342
259	0.348903818
260	0.3485669147
261	0.34819478
262	0.3478988161
263	0.3476442498
264	0.3474430925
265	0.3471733057
266	0.3468998987
267	0.346684794
268	0.3464950318
269	0.346379293
270	0.346050884
271	0.3456610895
272	0.3455100081
273	0.3453120285
274	0.3451889685
275	0.3449720037
276	0.3446612542
277	0.3444837252
278	0.3440490561
279	0.3439135113
280	0.3435484573
281	0.3435474574
282	0.3432548662
283	0.3430218591
284	0.3426892775
285	0.342393782
286	0.342058741
287	0.3417665073
288	0.3415607654
289	0.3413498435
290	0.341174315
291	0.3410046743
292	0.3405401673
293	0.3403352264
294	0.3401639014
295	0.3399666392
296	0.3398100668
297	0.3395080489
298	0.3391948753
299	0.3388027273
300	0.3386704938
301	0.3385349474
302	0.3383106068
303	0.3379463747
304	0.3378185688
305	0.3374829362
306	0.3374678584
307	0.3372356322
308	0.3369917827
309	0.3366705051
310	0.3364038662
311	0.336202913
312	0.3358268516
313	0.335615044
314	0.335599699
315	0.3354983294
316	0.3354690354
317	0.3353052293
318	0.3351439699
319	0.3348134466
320	0.3345095287
321	0.3342625118
322	0.334029615
323	0.3338534189
324	0.3337203754
325	0.3335117496
326	0.3332007951
327	0.3329521623
328	0.3326843854
329	0.3322657913
330	0.3320375826
331	0.3316744791
332	0.331665267
333	0.3314409567
334	0.3312809538
335	0.3310549681
336	0.3308697565
337	0.3306698414
338	0.3302990487
339	0.3301231271
340	0.3298295584
341	0.3296178632
342	0.3293272526
343	0.3291833568
344	0.3287704574
345	0.3283768514
346	0.3279464409
347	0.3278485991
348	0.3275539213
349	0.3273744731
350	0.3270600361
351	0.3269311947
352	0.3266533596
353	0.3265647291
354	0.3263765285
355	0.3261497794
356	0.3257911899
357	0.3256232772
358	0.3253770967
359	0.3251484322
360	0.3250648807
361	0.3248403626
362	0.3245741727
363	0.3245592897
364	0.324394784
365	0.3243800949
366	0.3241373847
367	0.3238890973
368	0.3237960712
369	0.3235424082
370	0.3234124848
371	0.3232685802
372	0.3231800391
373	0.323009065
374	0.3227817825
375	0.322604953
376	0.3224580527
377	0.3223296897
378	0.3222527027
379	0.3219946724
380	0.3217164029
381	0.3217163282
382	0.3215207427
383	0.3214558733
384	0.321322924
385	0.3212004507
386	0.3211392552
387	0.3210128892
388	0.3208491673
389	0.3207477191
390	0.3206413095
391	0.3205164784
392	0.3202515613
393	0.3200353887
394	0.3200074225
395	0.319927462
396	0.3198163895
397	0.3196449968
398	0.3195542074
399	0.319466266
400	0.3194524011
401	0.3192324744
402	0.3189125354
403	0.3188425672
404	0.3186971377
405	0.3185276168
406	0.31844752
407	0.3182256213
408	0.3180618329
409	0.3179497203
410	0.3177649304
411	0.3175177582
412	0.3171954765
413	0.3171954738
414	0.316871823
415	0.3168078061
416	0.3167850333
417	0.3167623272
418	0.316624027
419	0.3164540742
420	0.3163035633
421	0.3161981902
422	0.315987664
423	0.3158589041
424	0.3157571355
425	0.3156710921
426	0.3153440409
427	0.3150820086
428	0.3148275447
429	0.314575683
430	0.3143317929
431	0.3142800515
432	0.3142171842
433	0.3141231844
434	0.3140582924
435	0.3138663103
436	0.313482013
437	0.3132195823
438	0.3130097313
439	0.3128688476
440	0.3127077515
441	0.312576467
442	0.3123013852
443	0.3120758329
444	0.3120758201
445	0.3118860941
446	0.3116711691
447	0.3116392576
448	0.3114917125
449	0.3113348661
450	0.311076686
451	0.3109762836
452	0.3107626451
453	0.3106818303
454	0.3106818302
455	0.3104977377
456	0.3104163961
457	0.3101316786
458	0.3099920709
459	0.3099870935
460	0.3097453361
461	0.3095127982
462	0.3094242577
463	0.3093499477
464	0.3093023788
465	0.3092145555
466	0.3092103877
467	0.3091735185
468	0.3090397034
469	0.308945614
470	0.3087923071
471	0.308792307
472	0.3086377216
473	0.3085687082
474	0.3083766587
475	0.308130203
476	0.3079357597
477	0.3077933203
478	0.3075901406
479	0.3075302758
480	0.307478486
481	0.3074001426
482	0.3073546445
483	0.3071248085
484	0.3068655854
485	0.3066592343
486	0.3066581519
487	0.3065530739
488	0.3063728781
489	0.3062620947
490	0.3060104805
491	0.3057914318
492	0.3055185688
493	0.3052649174
494	0.3052032133
495	0.3048839846
496	0.3047159875
497	0.3046994457
498	0.3046951105
499	0.304673575
500	0.3044204947
501	0.3043325189
502	0.3039880095
503	0.3038297986
504	0.3037299341
505	0.3035527821
506	0.3034809873
507	0.3034563959
508	0.3032542332
509	0.3030242894
510	0.3028191525
511	0.302754167
512	0.3026089187
513	0.302608918
514	0.3023990937
515	0.302198423
516	0.3019780165
517	0.3017367532
518	0.3017228703
519	0.3016610919
520	0.3016259858
521	0.3015497694
522	0.3014175841
523	0.3012859204
524	0.301210781
525	0.301150499
526	0.3010616308
527	0.3010188299
528	0.3008384295
529	0.3006089896
530	0.300474081
531	0.3003109171
532	0.3001807137
533	0.3000301904
534	0.2999181255
535	0.2997048031
536	0.2995963979
537	0.299444462
538	0.2993991028
539	0.2992512152
540	0.2991636579
541	0.2991366058
542	0.2989771808
543	0.2988007859
544	0.2986627622
545	0.2986332844
546	0.2986205798
547	0.2984903092
548	0.2983385464
549	0.2981397602
550	0.298090524
551	0.2978785205
552	0.2977819465
553	0.2976708862
554	0.2974995228
555	0.2974983935
556	0.2972365641
557	0.2971137083
558	0.2969877839
559	0.2969341078
560	0.2968482527
561	0.2966797593
562	0.2966708851
563	0.2966488359
564	0.2965617777
565	0.2963812814
566	0.2961937795
567	0.2959047062
568	0.2957330741
569	0.2956641143
570	0.2954914021
571	0.2953315638
572	0.2951703755
573	0.2949936915
574	0.2949458143
575	0.2948521245
576	0.2946409697
577	0.2946324553
578	0.2944919652
579	0.2943953484
580	0.2941946785
581	0.2939969464
582	0.2937201471
583	0.2936218718
584	0.2933310773
585	0.293253849
586	0.2931520052
587	0.2930536808
588	0.2928632372
589	0.2926643576
590	0.2926000781
591	0.2924165506
592	0.2923459419
593	0.2922093975
594	0.2919467415
595	0.291746025
596	0.2916699566
597	0.2915007409
598	0.2912108685
599	0.2909935236
600	0.2907529185
601	0.2905731135
602	0.2904792199
603	0.2904482743
604	0.2903612887
605	0.2903181413
606	0.2900399362
607	0.2900395546
608	0.2899984269
609	0.2897593593
610	0.2895164893
611	0.2894198188
612	0.2892606168
613	0.289163053
614	0.2889948316
615	0.2889152273
616	0.2888196264
617	0.2885878095
618	0.2885679534
619	0.2884710262
620	0.2882837814
621	0.2880701931
622	0.2878371795
623	0.2875982722
624	0.2874286757
625	0.2874003367
626	0.2871387211
627	0.2869956648
628	0.286914741
629	0.2867144491
630	0.2866250987
631	0.2865479886
632	0.2864496229
633	0.2863903958
634	0.286169168
635	0.2861597554
636	0.2861157037
637	0.2860620278
638	0.2859392372
639	0.2855857419
640	0.2853842719
641	0.2853211943
642	0.2851534258
643	0.2850352754
644	0.2849292939
645	0.2848507544
646	0.2846577584
647	0.284534387
648	0.2842180355
649	0.2840566358
650	0.28366471
651	0.2833767218
652	0.2832944803
653	0.2832228964
654	0.283107423
655	0.2830757587
656	0.2829813069
657	0.282921528
658	0.2827067944
659	0.2825581857
660	0.2824624201
661	0.2823708163
662	0.2822695467
663	0.2821141184
664	0.2820147305
665	0.2817913527
666	0.2817152587
667	0.2815985786
668	0.2815599859
669	0.2814060996
670	0.2813302112
671	0.2811715357
672	0.2810704284
673	0.2809474798
674	0.2807413437
675	0.2806584725
676	0.280535352
677	0.2803497341
678	0.2802168351
679	0.2800480368
680	0.2798935389
681	0.2797777818
682	0.2796957753
683	0.2796216041
684	0.2795829508
685	0.2794735148
686	0.279404042
687	0.2792548473
688	0.2791016949
689	0.2790790826
690	0.2790535651
691	0.2790133283
692	0.2789188988
693	0.2788094055
694	0.278551217
695	0.2784202862
696	0.2784172111
697	0.2783416478
698	0.2783358768
699	0.2782035009
700	0.2781898261
701	0.2781192694
702	0.2781028183
703	0.2780488747
704	0.2780475735
705	0.2780322208
706	0.2779772813
707	0.2778150511
708	0.2775959487
709	0.2775609764
710	0.2775286201
711	0.2774286411
712	0.2773696978
713	0.2771765444
714	0.2770522839
715	0.2770227931
716	0.2768966688
717	0.2768008099
718	0.2767623279
719	0.276626818
720	0.2765633699
721	0.2763866916
722	0.2762651266
723	0.276240484
724	0.2761208244
725	0.2760564989
726	0.2759883366
727	0.2759110533
728	0.2757755355
729	0.2756596128
730	0.2755857173
731	0.2755591464
732	0.2754532497
733	0.2754203862
734	0.275307334
735	0.2751813951
736	0.2751623175
737	0.2751046696
738	0.2750426343
739	0.2749088046
740	0.274824878
741	0.2746159369
742	0.2744832327
743	0.274479872
744	0.2743007148
745	0.2742729182
746	0.2741042952
747	0.2740729827
748	0.2739314453
749	0.2738374286
750	0.2738067882
751	0.27378486
752	0.2737080974
753	0.273632388
754	0.2736148296
755	0.2735772256
756	0.2734893378
757	0.273352513
758	0.2733423139
759	0.2732260399
760	0.2731809278
761	0.2731290966
762	0.2729258869
763	0.272749521
764	0.2727030738
765	0.2725370938
766	0.2723633096
767	0.2722755389
768	0.2721832088
769	0.2721572815
770	0.2720410191
771	0.2720278024
772	0.2720109066
773	0.2719034448
774	0.2716902907
775	0.2715796324
776	0.2714602359
777	0.2713914905
778	0.2713489667
779	0.2712249905
780	0.271196145
781	0.2711695101
782	0.2709852118
783	0.2709797655
784	0.2708751783
785	0.2708578698
786	0.2707629336
787	0.2707534343
788	0.2706203011
789	0.2704501934
790	0.2704048595
791	0.2703057534
792	0.2702254639
793	0.2701309952
794	0.2698994321
795	0.269870418
796	0.2698168609
797	0.2695097932
798	0.2693454618
799	0.2692815199
800	0.2691915422
801	0.2691834143
802	0.2690377783
803	0.2690263218
804	0.2689903821
805	0.2688991411
806	0.2688681844
807	0.2688157274
808	0.2685689614
809	0.2685159651
810	0.2683962541
811	0.268245576
812	0.2682157955
813	0.268122647
814	0.2680364999
815	0.2680310841
816	0.2679838869
817	0.2679329916
818	0.2678634008
819	0.2678416712
820	0.2677667327
821	0.267446666
822	0.2672837719
823	0.2672147557
824	0.2671727409
825	0.2671459827
826	0.2671449163
827	0.2670849032
828	0.2668308685
829	0.26666047
830	0.2666058127
831	0.2665793867
832	0.2664958084
833	0.2664652053
834	0.2663123415
835	0.2662724154
836	0.2662481536
837	0.2662367756
838	0.2661229661
839	0.2658841639
840	0.2657177688
841	0.265682912
842	0.2656577684
843	0.2655502765
844	0.2653736982
845	0.2651385042
846	0.2651276672
847	0.2650158622
848	0.2650149141
849	0.2648863399
850	0.2648805508
851	0.2647874146
852	0.2645736817
853	0.2645394389
854	0.2643508583
855	0.2642393588
856	0.263963072
857	0.2637569491
858	0.2637412236
859	0.2636757916
860	0.2635784954
861	0.2635233632
862	0.2634457943
863	0.2632437216
864	0.2631646274
865	0.2631500598
866	0.2629235382
867	0.2627928348
868	0.2627032469
869	0.2624198932
870	0.2623187676
871	0.262299616
872	0.2621271861
873	0.2620147089
874	0.2619865351
875	0.2619752957
876	0.2619259769
877	0.2617943847
878	0.2616971568
879	0.2615263428
880	0.2614627602
881	0.2614365918
882	0.2611902663
883	0.2611710173
884	0.2611151269
885	0.260946862
886	0.2608741015
887	0.2608615973
888	0.2608500658
889	0.2608129484
890	0.2607344929
891	0.2607176513
892	0.2606781194
893	0.2605086642
894	0.2604694151
895	0.2604338934
896	0.2604185645
897	0.2602122254
898	0.2601488256
899	0.2600238829
900	0.2599945245
901	0.2599286473
902	0.2597639125
903	0.2595244126
904	0.2594722854
905	0.2594369109
906	0.2594180364
907	0.2593928309
908	0.2593390993
909	0.2592882814
910	0.2592135665
911	0.2591592594
912	0.2591246807
913	0.2590918028
914	0.2589573459
915	0.2588558739
916	0.2586448812
917	0.2586023675
918	0.258574898
919	0.2583982145
920	0.2581610713
921	0.2581451336
922	0.2579546154
923	0.2579509103
924	0.2579294718
925	0.2577592241
926	0.2577505477
927	0.2577079776
928	0.2574871241
929	0.2574430816
930	0.2573348035
931	0.2572705618
932	0.2571804437
933	0.2571695537
934	0.2571299778
935	0.2571148975
936	0.2568788277
937	0.2566808929
938	0.2566439614
939	0.2566147822
940	0.2565161416
941	0.2563934338
942	0.2563699422
943	0.2563125163
944	0.2561948086
945	0.2560753387
946	0.2559020742
947	0.2558300995
948	0.2557914433
949	0.2556968829
950	0.2556561721
951	0.2554439563
952	0.2553720404
953	0.2550728233
954	0.2549260957
955	0.2548842564
956	0.2547725317
957	0.2546498621
958	0.254608651
959	0.2544585706
960	0.2542301805
961	0.2542268264
962	0.2540888693
963	0.2539728793
964	0.2538312268
965	0.2537709379
966	0.2537381173
967	0.2537296683
968	0.2535193791
969	0.2533680112
970	0.2530690359
971	0.2530600281
972	0.2530136396
973	0.2528802287
974	0.2527648721
975	0.2527272673
976	0.2526043616
977	0.2525069872
978	0.2524631889
979	0.2524081093
980	0.2523412238
981	0.2521458908
982	0.2520250306
983	0.2519851834
984	0.2518574419
985	0.2518166454
986	0.2516890112
987	0.2516158822
988	0.2515541995
989	0.2513765648
990	0.2512980597
991	0.2511565824
992	0.2510239961
993	0.250918221
994	0.2508072805
995	0.2506327294
996	0.2504913381
997	0.2504588928
998	0.2502146526
999	0.2500486743
